gene_chrom	gene_start	gene_end	gene	TAD_chrom	TAD_bp1	TAD_bp2	TAD_ID
chr7	94509219	94557019	CASD1	chr7	94450000	94650000	TAD_3371
chr7	66921225	66958551	TMEM248	chr7	66590000	67000000	TAD_3317
chr7	27830573	28180795	JAZF1	chr7	27620000	28040000	TAD_3312
chr7	66987680	66995693	SBDS	chr7	66590000	67000000	TAD_3317
chr7	26291862	26374383	SNX10	chr7	26080000	26360000	TAD_3431
chr7	50458436	50565405	DDC	chr7	50440000	51150000	TAD_3296
chr7	50304068	50405101	IKZF1	chr7	50140000	50420000	TAD_3384
chr7	142749468	142753072	PRSS1	chr7	142610000	142810000	TAD_3363
chr7	2906142	3044228	CARD11	chr7	2880000	3160000	TAD_3399
chr7	72558744	72828200	TYW1B	chr7	71750000	72650000	TAD_3269
chr7	107743073	107761667	CBLL1	chr7	107730000	107870000	TAD_3414
chr7	107765467	107803225	SLC26A3	chr7	107730000	107870000	TAD_3414
chr7	44114631	44124358	POLD2	chr7	44020000	44200000	TAD_3378
chr7	44114631	44124358	POLD2	chr7	44030000	44560000	TAD_3300
chr7	26171151	26201529	HNRNPA2B1	chr7	26080000	26360000	TAD_3431
chr7	149069641	149090782	ZNF786	chr7	148980000	149120000	TAD_3450
chr7	149102784	149126324	ZNF425	chr7	148980000	149120000	TAD_3450
chr7	149003062	149028662	PDIA4	chr7	148980000	149120000	TAD_3450
chr7	137227341	137343774	PTN	chr7	137160000	137510000	TAD_3326
chr7	497258	520296	PDGFA	chr7	320000	770000	TAD_3320
chr7	45859994	45873082	CCDC201	chr7	45150000	45860000	TAD_3276
chr7	69598296	70793506	AUTS2	chr7	69560000	69930000	TAD_3376
chr7	55019017	55211628	EGFR	chr7	54760000	55250000	TAD_3383
chr7	55019017	55211628	EGFR	chr7	54860000	55250000	TAD_3304
chr7	128937457	128950038	IRF5	chr7	128900000	129110000	TAD_3458
chr7	44379119	44490658	NUDCD3	chr7	44030000	44560000	TAD_3300
chr7	44379119	44490658	NUDCD3	chr7	44220000	44560000	TAD_3420
chr7	39950121	40099580	CDK13	chr7	39880000	40130000	TAD_3329
chr7	104940943	105115019	KMT2E	chr7	104920000	105120000	TAD_3412
chr7	104940943	105115019	KMT2E	chr7	104920000	105390000	TAD_3330
chr7	104940943	105115019	KMT2E	chr7	104920000	105500000	TAD_3314
chr7	51016212	51316818	COBL	chr7	50440000	51150000	TAD_3296
chr7	99876062	99877033	OR2AE1	chr7	99470000	99930000	TAD_3305
chr7	99876062	99877033	OR2AE1	chr7	99630000	99880000	TAD_3437
chr7	37920640	37951936	EPDR1	chr7	37890000	38070000	TAD_3408
chr7	100367530	100400096	PILRA	chr7	100170000	100420000	TAD_3336
chr7	726699	786475	DNAAF5	chr7	320000	770000	TAD_3320
chr7	549197	727650	PRKAR1B	chr7	320000	770000	TAD_3320
chr7	150722253	150750033	GIMAP5	chr7	150450000	150750000	TAD_3351
chr7	2631961	2664802	TTYH3	chr7	2430000	2850000	TAD_3340
chr7	2631961	2664802	TTYH3	chr7	2440000	2680000	TAD_3462
chr7	100218241	100221490	PVRIG	chr7	100170000	100420000	TAD_3336
chr7	73593194	73624543	MLXIPL	chr7	73580000	73730000	TAD_3442
chr7	12211270	12243367	TMEM106B	chr7	12050000	12340000	TAD_3357
chr7	129830732	129952960	UBE2H	chr7	129830000	130010000	TAD_3366
chr7	31052308	31111474	ADCYAP1R1	chr7	30980000	31130000	TAD_3419
chr7	47275154	47582558	TNS3	chr7	47260000	47420000	TAD_3430
chr7	47275154	47582558	TNS3	chr7	47260000	47830000	TAD_3361
chr7	35800932	35907110	SEPTIN7	chr7	35690000	35910000	TAD_3335
chr7	105439661	105522271	PUS7	chr7	104920000	105500000	TAD_3314
chr7	140719327	140924929	BRAF	chr7	140670000	141010000	TAD_3310
chr7	134744252	134970729	CALD1	chr7	134680000	134950000	TAD_3417
chr7	153748133	154894285	DPP6	chr7	152870000	154750000	TAD_3264
chr7	105110704	105399308	SRPK2	chr7	104920000	105120000	TAD_3412
chr7	105110704	105399308	SRPK2	chr7	104920000	105390000	TAD_3330
chr7	105110704	105399308	SRPK2	chr7	104920000	105500000	TAD_3314
chr7	75899200	75986855	POR	chr7	75860000	76020000	TAD_3396
chr7	107044705	107161811	PRKAR2B	chr7	106940000	107150000	TAD_3428
chr7	137381037	137847092	DGKI	chr7	137160000	137510000	TAD_3326
chr7	19719315	19773617	TMEM196	chr7	19700000	20640000	TAD_3285
chr7	73683597	73698212	BUD23	chr7	73580000	73730000	TAD_3442
chr7	130380339	130388114	CPA1	chr7	130060000	130790000	TAD_3319
chr7	135361795	135510145	CNOT4	chr7	135270000	135610000	TAD_3338
chr7	44512535	44541330	NPC1L1	chr7	44030000	44560000	TAD_3300
chr7	44512535	44541330	NPC1L1	chr7	44220000	44560000	TAD_3420
chr7	44606572	44709066	OGDH	chr7	44580000	44840000	TAD_3422
chr7	44606572	44709066	OGDH	chr7	44580000	45130000	TAD_3323
chr7	44748581	44769881	ZMIZ2	chr7	44580000	44840000	TAD_3422
chr7	44748581	44769881	ZMIZ2	chr7	44580000	45130000	TAD_3323
chr7	139777051	140020325	TBXAS1	chr7	139600000	140000000	TAD_3390
chr7	139777051	140020325	TBXAS1	chr7	139630000	139800000	TAD_3453
chr7	5274369	5306912	SLC29A4	chr7	5210000	5480000	TAD_3429
chr7	44210019	44334577	CAMK2B	chr7	44030000	44560000	TAD_3300
chr7	30027404	30130483	PLEKHA8	chr7	29920000	30080000	TAD_3463
chr7	71132144	71713600	GALNT17	chr7	70820000	71730000	TAD_3294
chr7	157539056	158587823	PTPRN2	chr7	157420000	158380000	TAD_3280
chr7	78017055	79453667	MAGI2	chr7	77980000	79220000	TAD_3271
chr7	100177563	100214387	STAG3	chr7	100170000	100420000	TAD_3336
chr7	2558972	2614733	IQCE	chr7	2430000	2850000	TAD_3340
chr7	2558972	2614733	IQCE	chr7	2440000	2680000	TAD_3462
chr7	5431335	5513809	FBXL18	chr7	5210000	5480000	TAD_3429
chr7	6161779	6272644	CYTH3	chr7	6150000	6320000	TAD_3448
chr7	13891229	13991425	ETV1	chr7	13420000	14690000	TAD_3278
chr7	22118236	22357154	RAPGEF5	chr7	22090000	22490000	TAD_3316
chr7	22118236	22357154	RAPGEF5	chr7	22100000	22250000	TAD_3441
chr7	27128507	27130780	HOXA4	chr7	26860000	27130000	TAD_3353
chr7	36153254	36301538	EEPD1	chr7	35980000	36320000	TAD_3373
chr7	50444128	50450390	FIGNL1	chr7	50440000	51150000	TAD_3296
chr7	99648194	99679996	CYP3A5	chr7	99470000	99930000	TAD_3305
chr7	99648194	99679996	CYP3A5	chr7	99630000	99880000	TAD_3437
chr7	150514872	150521073	GIMAP7	chr7	150450000	150750000	TAD_3351
chr7	150567369	150573953	GIMAP4	chr7	150450000	150750000	TAD_3351
chr7	150625375	150632648	GIMAP6	chr7	150450000	150750000	TAD_3351
chr7	124476317	124477664	SSU72L6	chr7	124100000	124800000	TAD_3291
chr7	130668643	130687432	TSGA13	chr7	130060000	130790000	TAD_3319
chr7	130730697	130734207	KLF14	chr7	130060000	130790000	TAD_3319
chr7	116672196	116798377	MET	chr7	116590000	116810000	TAD_3395
chr7	71779491	72447151	CALN1	chr7	71750000	72650000	TAD_3269
chr7	128027071	128032107	LRRC4	chr7	127700000	128030000	TAD_3401
chr7	151556124	151877214	PRKAG2	chr7	151350000	151760000	TAD_3405
chr7	149714781	149734575	KRBA1	chr7	149630000	149790000	TAD_3438
chr7	149764182	149773588	ZNF467	chr7	149630000	149790000	TAD_3438
chr7	143026200	143027132	OR9A2	chr7	143010000	143210000	TAD_3398
chr7	143052341	143053282	OR6V1	chr7	143010000	143210000	TAD_3398
chr8	22713251	23000000	PEBP4	chr8	22630000	22910000	TAD_3593
chr8	21690398	21812357	GFRA2	chr8	21610000	21780000	TAD_3639
chr8	22687659	22693480	EGR3	chr8	22630000	22910000	TAD_3593
chr8	23841929	23854806	STC1	chr8	23840000	24220000	TAD_3498
chr8	33485182	33501262	MAK16	chr8	33470000	33620000	TAD_3553
chr8	28890395	29064764	HMBOX1	chr8	28800000	29120000	TAD_3568
chr8	28890395	29064764	HMBOX1	chr8	28880000	29000000	TAD_3641
chr8	33370824	33473146	FUT10	chr8	31220000	33460000	TAD_3467
chr8	33370824	33473146	FUT10	chr8	32540000	33430000	TAD_3480
chr8	26514031	26658178	DPYSL2	chr8	26360000	26660000	TAD_3565
chr8	23528956	23575463	SLC25A37	chr8	23490000	23710000	TAD_3501
chr8	25184689	25418082	DOCK5	chr8	25160000	25460000	TAD_3525
chr8	33591330	33600023	DUSP26	chr8	33470000	33620000	TAD_3553
chr8	23678697	23682938	NKX3	chr8	23490000	23710000	TAD_3501
chr8	26383054	26505636	BNIP3L	chr8	26360000	26660000	TAD_3565
chr8	29067278	29263124	KIF13B	chr8	28800000	29120000	TAD_3568
chr8	26291508	26372680	PPP2R2A	chr8	26110000	26340000	TAD_3561
chr8	42416475	42541926	SLC20A2	chr8	42400000	42670000	TAD_3589
chr8	26504701	26514092	PNMA2	chr8	26360000	26660000	TAD_3565
chr8	55879835	56014169	LYN	chr8	55820000	56030000	TAD_3503
chr8	64587763	64798737	CYP7B1	chr8	64560000	64920000	TAD_3527
chr8	33547754	33567128	RNF122	chr8	33470000	33620000	TAD_3553
chr8	40530590	40897833	ZMAT4	chr8	40230000	41000000	TAD_3488
chr8	24913758	24919098	NEFM	chr8	24870000	25060000	TAD_3584
chr8	76980258	77001044	PEX2	chr8	75570000	78310000	TAD_3466
chr8	76980258	77001044	PEX2	chr8	76350000	77210000	TAD_3483
chr8	76681239	76867281	ZFHX4	chr8	75570000	78310000	TAD_3466
chr8	76681239	76867281	ZFHX4	chr8	76350000	77210000	TAD_3483
chr8	80967810	81112068	PAG1	chr8	80680000	80980000	TAD_3602
chr8	69466624	69660915	SULF1	chr8	68550000	69630000	TAD_3479
chr8	68330955	68819023	C8orf34	chr8	67800000	68430000	TAD_3486
chr8	73420369	73747708	STAU2	chr8	73290000	73650000	TAD_3542
chr8	90791741	90959393	NECAB1	chr8	90590000	90940000	TAD_3518
chr8	94249253	94262350	GEM	chr8	93990000	94350000	TAD_3545
chr8	88032011	88328025	MMP16	chr8	87670000	88330000	TAD_3481
chr8	70051651	70071693	PRDM14	chr8	69920000	70100000	TAD_3562
chr8	93857807	93926068	PDP1	chr8	93810000	93970000	TAD_3531
chr8	94127162	94217303	CDH17	chr8	93990000	94350000	TAD_3545
chr8	58583508	58659853	NSMAF	chr8	58420000	58700000	TAD_3519
chr8	79918717	80030289	MRPS28	chr8	79740000	80020000	TAD_3496
chr8	87870747	87874015	DCAF4L2	chr8	87670000	88330000	TAD_3481
chr8	101177878	101206193	ZNF706	chr8	100840000	101300000	TAD_3541
chr8	100916523	100953388	YWHAZ	chr8	100840000	101300000	TAD_3541
chr8	98024851	98046469	RPL30	chr8	97870000	98030000	TAD_3619
chr8	86214063	86321146	SLC7A13	chr8	86130000	86360000	TAD_3508
chr8	90621995	90791632	TMEM64	chr8	90590000	90940000	TAD_3518
chr8	98189826	98294393	NIPAL2	chr8	98140000	100120000	TAD_3468
chr8	100150623	100154003	POLR2K	chr8	100140000	100540000	TAD_3524
chr8	86342547	86478420	WWP1	chr8	86130000	86360000	TAD_3508
chr8	92883532	93017673	TRIQK	chr8	91900000	93640000	TAD_3470
chr8	42697366	42737407	CHRNB3	chr8	42690000	42810000	TAD_3587
chr8	48710789	48735311	CLXN	chr8	48310000	48930000	TAD_3495
chr8	97273488	97277928	TSPYL5	chr8	96300000	97570000	TAD_3487
chr8	98426958	98432853	KCNS2	chr8	98140000	100120000	TAD_3468
chr8	58490178	58500163	CYP7A1	chr8	58420000	58700000	TAD_3519
chr8	71197433	71592025	EYA1	chr8	70770000	71800000	TAD_3478
chr8	48917598	48921740	SNAI2	chr8	48310000	48930000	TAD_3495
chr8	120380761	120445402	MRPL13	chr8	120110000	120420000	TAD_3558
chr8	119416446	119424434	CCN3	chr8	119240000	119430000	TAD_3599
chr8	108606850	108787594	TMEM74	chr8	107820000	108740000	TAD_3482
chr8	123497889	123541206	FBXO32	chr8	123460000	123760000	TAD_3575
chr8	58552924	58582859	SDCBP	chr8	58420000	58700000	TAD_3519
chr8	119873717	120050918	DEPTOR	chr8	119860000	120080000	TAD_3552
chr8	27311482	27459391	PTK2B	chr8	27300000	27600000	TAD_3538
chr8	103021063	103073051	ATP6V1C1	chr8	102850000	103050000	TAD_3585
chr8	123680794	123737402	ANXA13	chr8	123460000	123760000	TAD_3575
chr8	52622458	52745843	RB1CC1	chr8	52580000	52730000	TAD_3590
chr8	102551589	102561018	ODF1	chr8	102270000	102630000	TAD_3511
chr8	73294602	73325281	RDH10	chr8	73290000	73650000	TAD_3542
chr8	100257060	100336218	RNF19A	chr8	100140000	100540000	TAD_3524
chr8	60516936	60623644	RAB2A	chr8	60410000	60640000	TAD_3573
chr8	98371228	98942827	STK3	chr8	98140000	100120000	TAD_3468
chr8	130052104	130443674	ASAP1	chr8	129810000	130090000	TAD_3571
chr8	64580365	64583627	BHLHE22	chr8	64560000	64920000	TAD_3527
chr8	72537225	72938349	KCNB2	chr8	72280000	72950000	TAD_3492
chr8	133036728	133102912	SLA	chr8	132870000	133190000	TAD_3614
chr8	67952046	68237032	PREX2	chr8	67800000	68430000	TAD_3486
chr8	123041968	123152153	TBC1D31	chr8	122670000	123150000	TAD_3522
chr8	104590733	105804539	ZFPM2	chr8	104540000	104770000	TAD_3513
chr8	96493813	96611790	SDC2	chr8	96300000	97570000	TAD_3487
chr8	101492439	101669726	GRHL2	chr8	101320000	101630000	TAD_3534
chr8	142784882	142786539	LY6D	chr8	142720000	143090000	TAD_3500
chr8	73064543	73124088	SBSPON	chr8	72990000	73190000	TAD_3591
chr8	142834247	142916506	GML	chr8	142720000	143090000	TAD_3500
chr8	142750150	142752532	LYPD2	chr8	142720000	143090000	TAD_3500
chr8	142764338	142769828	SLURP2	chr8	142720000	143090000	TAD_3500
chr8	142910559	142917843	CYP11B2	chr8	142720000	143090000	TAD_3500
chr8	142910559	142917843	CYP11B2	chr8	142840000	143050000	TAD_3618
chr8	107899316	108083642	RSPO2	chr8	107820000	108740000	TAD_3482
chr8	142740949	142742406	SLURP1	chr8	142720000	143090000	TAD_3500
chr8	142771197	142777810	LYNX1	chr8	142720000	143090000	TAD_3500
chr8	122781655	122974510	ZHX2	chr8	122670000	123150000	TAD_3522
chr8	73290242	73295789	RPL7	chr8	73290000	73650000	TAD_3542
chr8	96645242	97149654	CPQ	chr8	96300000	97570000	TAD_3487
chr8	123013170	123042302	DERL1	chr8	122670000	123150000	TAD_3522
chr8	142727223	142736927	THEM6	chr8	142720000	143090000	TAD_3500
chr8	103140713	103230305	BAALC	chr8	103070000	103270000	TAD_3633
chr8	103140713	103230305	BAALC	chr8	103070000	103510000	TAD_3517
chr8	120535745	120813273	SNTB1	chr8	120480000	120940000	TAD_3512
chr8	145052465	145066685	C8orf33	chr8	144810000	145060000	TAD_3505
chr8	123416726	123470028	NTAQ1	chr8	123220000	123420000	TAD_3616
chr8	66126896	66175485	TRIM55	chr8	66040000	66420000	TAD_3532
chr8	66176376	66178464	CRH	chr8	66040000	66420000	TAD_3532
chr8	125430358	125438403	TRIB1	chr8	125430000	125660000	TAD_3613
chr8	121612116	121641440	HAS2	chr8	120970000	122640000	TAD_3469
chr8	123319850	123416350	ATAD2	chr8	123220000	123420000	TAD_3616
chr8	38263130	38269243	PLPP5	chr8	38170000	38400000	TAD_3623
chr8	38269704	38382272	NSD3	chr8	38170000	38400000	TAD_3623
chr8	142872356	142879846	CYP11B1	chr8	142720000	143090000	TAD_3500
chr8	142872356	142879846	CYP11B1	chr8	142840000	143050000	TAD_3618
chr8	33473386	33513185	TTI2	chr8	33470000	33620000	TAD_3553
chr8	100157906	100259278	SPAG1	chr8	100140000	100540000	TAD_3524
chr8	79611117	79666158	STMN2	chr8	78460000	79650000	TAD_3471
chr8	74234700	74321540	JPH1	chr8	74090000	74350000	TAD_3537
chr8	17864380	17910365	FGL1	chr8	17580000	17910000	TAD_3515
chr8	17864380	17910365	FGL1	chr8	17710000	17910000	TAD_3570
chr8	74320613	74518007	GDAP1	chr8	74090000	74350000	TAD_3537
chr8	24950955	24956721	NEFL	chr8	24870000	25060000	TAD_3584
chr8	144266453	144268481	SCX	chr8	144120000	144440000	TAD_3636
chr8	144291591	144314720	HSF1	chr8	144120000	144440000	TAD_3636
chr8	144314584	144326910	DGAT1	chr8	144120000	144440000	TAD_3636
chr8	144330565	144336482	SCRT1	chr8	144120000	144440000	TAD_3636
chr8	144355431	144359376	FBXL6	chr8	144120000	144440000	TAD_3636
chr8	144373101	144393242	ADCK5	chr8	144120000	144440000	TAD_3636
chr8	144393229	144409335	CPSF1	chr8	144120000	144440000	TAD_3636
chr8	144409742	144416844	SLC39A4	chr8	144120000	144440000	TAD_3636
chr8	144423601	144428563	VPS28	chr8	144120000	144440000	TAD_3636
chr8	144262045	144291438	BOP1	chr8	144120000	144440000	TAD_3636
chr8	144333957	144361286	SLC52A2	chr8	144120000	144440000	TAD_3636
chr8	18170477	18223689	NAT1	chr8	18090000	18860000	TAD_3491
chr8	141207166	141308305	SLC45A4	chr8	141180000	141360000	TAD_3635
chr8	141356470	141367286	GPR20	chr8	141180000	141360000	TAD_3635
chr8	133237175	133302022	NDRG1	chr8	133210000	133450000	TAD_3608
chr8	42541155	42555195	SMIM19	chr8	42400000	42670000	TAD_3589
chr8	115408496	115809673	TRPS1	chr8	115390000	115670000	TAD_3560
chr8	22440819	22541142	PPP3CC	chr8	22230000	22590000	TAD_3554
chr8	22440819	22541142	PPP3CC	chr8	22420000	22590000	TAD_3550
chr8	43034194	43085788	FNTA	chr8	42850000	43040000	TAD_3502
chr8	119557086	119673453	ENPP2	chr8	119480000	119740000	TAD_3510
chr8	38386207	38409527	LETM2	chr8	38170000	38400000	TAD_3623
chr8	143990056	143993415	GRINA	chr8	143980000	144100000	TAD_3624
chr8	144012280	144047114	SPATC1	chr8	143980000	144100000	TAD_3624
chr8	144051266	144063965	OPLAH	chr8	143980000	144100000	TAD_3624
chr8	144095039	144097525	CYC1	chr8	143980000	144100000	TAD_3624
chr8	144098633	144108124	SHARPIN	chr8	143980000	144100000	TAD_3624
chr8	144137774	144140851	HGH1	chr8	144120000	144440000	TAD_3636
chr8	100509752	100559784	ANKRD46	chr8	100140000	100540000	TAD_3524
chr8	100572889	100663415	SNX31	chr8	100560000	100830000	TAD_3567
chr8	100685816	100722809	PABPC1	chr8	100560000	100830000	TAD_3567
chr8	108443601	108489196	EMC2	chr8	107820000	108740000	TAD_3482
chr8	140511311	140517154	CHRAC1	chr8	140460000	140640000	TAD_3514
chr8	108162787	108443496	EIF3E	chr8	107820000	108740000	TAD_3482
chr8	38901235	38973912	PLEKHA2	chr8	38780000	38980000	TAD_3594
chr8	38974228	38988663	HTRA4	chr8	38780000	38980000	TAD_3594
chr8	73008856	73048123	TERF1	chr8	72990000	73190000	TAD_3591
chr8	63014881	63039407	GGH	chr8	61770000	63040000	TAD_3474
chr8	42174718	42207709	PLAT	chr8	42160000	42380000	TAD_3559
chr8	42338454	42371808	POLB	chr8	42160000	42380000	TAD_3559
chr8	42374063	42377229	DKK4	chr8	42160000	42380000	TAD_3559
chr8	124550784	124728473	MTSS1	chr8	124540000	124990000	TAD_3530
chr8	30678066	30727846	GSR	chr8	30650000	30820000	TAD_3523
chr8	30729131	30767006	UBXN8	chr8	30650000	30820000	TAD_3523
chr8	30774457	30814314	PPP2CB	chr8	30650000	30820000	TAD_3523
chr8	62248591	63014000	NKAIN3	chr8	61770000	63040000	TAD_3474
chr8	118189455	118622112	SAMD12	chr8	118140000	118410000	TAD_3583
chr8	22367278	22434129	SLC39A14	chr8	22230000	22390000	TAD_3640
chr8	22367278	22434129	SLC39A14	chr8	22230000	22590000	TAD_3554
chr8	22024125	22036897	NPM2	chr8	21910000	22160000	TAD_3637
chr8	22042398	22048809	FGF17	chr8	21910000	22160000	TAD_3637
chr8	22089150	22104911	FHIP2B	chr8	21910000	22160000	TAD_3637
chr8	22106874	22109419	NUDT18	chr8	21910000	22160000	TAD_3637
chr8	22114419	22133384	HR	chr8	21910000	22160000	TAD_3637
chr8	22138020	22141951	REEP4	chr8	21910000	22160000	TAD_3637
chr8	22146830	22157084	LGI3	chr8	21910000	22160000	TAD_3637
chr8	22245133	22254601	POLR3D	chr8	22230000	22390000	TAD_3640
chr8	22245133	22254601	POLR3D	chr8	22230000	22590000	TAD_3554
chr8	22275316	22357568	PIWIL2	chr8	22230000	22390000	TAD_3640
chr8	22275316	22357568	PIWIL2	chr8	22230000	22590000	TAD_3554
chr8	99873200	99893707	COX6C	chr8	98140000	100120000	TAD_3468
chr8	22156913	22164479	SFTPC	chr8	21910000	22160000	TAD_3637
chr8	28494205	28574267	FZD3	chr8	28460000	28600000	TAD_3629
chr8	28767661	28890242	INTS9	chr8	28610000	28780000	TAD_3600
chr8	42271302	42332460	IKBKB	chr8	42160000	42380000	TAD_3559
chr8	106270144	106752694	OXR1	chr8	105900000	106590000	TAD_3493
chr8	23701740	23706756	NKX2	chr8	23490000	23710000	TAD_3501
chr8	143419182	143430732	MAFA	chr8	143370000	143540000	TAD_3643
chr8	143437659	143541447	ZC3H3	chr8	143370000	143540000	TAD_3643
chr8	102648784	102655725	KLF10	chr8	102640000	102810000	TAD_3533
chr8	99013266	99877580	VPS13B	chr8	98140000	100120000	TAD_3468
chr8	144841042	144853736	COMMD5	chr8	144810000	145060000	TAD_3505
chr8	144876497	144902168	ZNF250	chr8	144810000	145060000	TAD_3505
chr8	144930358	144950888	ZNF16	chr8	144810000	145060000	TAD_3505
chr8	144148016	144261927	MROH1	chr8	144120000	144440000	TAD_3636
chr8	1973677	2006936	KBTBD11	chr8	1860000	2040000	TAD_3547
chr8	66562175	66614247	MYBL1	chr8	66440000	66620000	TAD_3499
chr8	22544986	22575788	SORBS3	chr8	22230000	22590000	TAD_3554
chr8	22544986	22575788	SORBS3	chr8	22420000	22590000	TAD_3550
chr8	104330324	104467055	DPYS	chr8	103740000	104460000	TAD_3490
chr8	104339087	104356689	DCSTAMP	chr8	103740000	104460000	TAD_3490
chr8	123644442	123653801	KLHL38	chr8	123460000	123760000	TAD_3575
chr8	6499632	6563409	ANGPT2	chr8	6410000	6590000	TAD_3615
chr8	11676959	11760002	GATA4	chr8	11570000	11740000	TAD_3611
chr8	57994523	58204279	FAM110B	chr8	57410000	58410000	TAD_3485
chr8	144720907	144756417	ZNF251	chr8	144530000	144740000	TAD_3632
chr8	120059780	120373573	COL14A1	chr8	119860000	120080000	TAD_3552
chr8	81799581	81842866	SNX16	chr8	81720000	81890000	TAD_3556
chr8	99960936	100131268	RGS22	chr8	98140000	100120000	TAD_3468
chr8	144428775	144444440	TONSL	chr8	144120000	144440000	TAD_3636
chr8	96142333	96160806	GDF6	chr8	95280000	96210000	TAD_3475
chr8	119730774	119832863	TAF2	chr8	119480000	119740000	TAD_3510
chr8	73780097	73878910	UBE2W	chr8	73740000	74050000	TAD_3528
chr8	73939169	73972307	ELOC	chr8	73740000	74050000	TAD_3528
chr8	73972437	73982783	TMEM70	chr8	73740000	74050000	TAD_3528
chr8	73991392	74029079	LY96	chr8	73740000	74050000	TAD_3528
chr8	144827518	144847509	ZNF7	chr8	144810000	145060000	TAD_3505
chr8	21919662	22006585	XPO7	chr8	21910000	22160000	TAD_3637
chr8	123248451	123275541	ZHX1	chr8	123220000	123420000	TAD_3616
chr8	17643795	17801094	MTUS1	chr8	17580000	17910000	TAD_3515
chr8	98944403	98952104	OSR2	chr8	98140000	100120000	TAD_3468
chr8	81732448	81759515	CHMP4C	chr8	81720000	81890000	TAD_3556
chr8	22048995	22082527	DMTN	chr8	21910000	22160000	TAD_3637
chr8	40153482	40155310	TCIM	chr8	40020000	40200000	TAD_3535
chr8	144352219	144354954	TMEM249	chr8	144120000	144440000	TAD_3636
chr8	126552443	126558478	LRATD2	chr8	125710000	126790000	TAD_3472
chr8	140520156	140635633	AGO2	chr8	140460000	140640000	TAD_3514
chr8	103371538	103382989	CTHRC1	chr8	103070000	103510000	TAD_3517
chr8	140657900	141002216	PTK2	chr8	140650000	140810000	TAD_3621
chr8	140657900	141002216	PTK2	chr8	140650000	141080000	TAD_3540
chr8	89901849	89927888	OSGIN2	chr8	89840000	89990000	TAD_3579
chr8	89924515	90003228	NBN	chr8	89840000	89990000	TAD_3579
chr8	37695782	37700019	ZNF703	chr8	37370000	37720000	TAD_3564
chr8	38176533	38213301	BAG4	chr8	38170000	38400000	TAD_3623
chr8	38225218	38275558	DDHD2	chr8	38170000	38400000	TAD_3623
chr8	30578318	30658236	GTF2E2	chr8	30170000	30610000	TAD_3504
chr8	27459756	27479883	CHRNA2	chr8	27300000	27600000	TAD_3538
chr8	27459756	27479883	CHRNA2	chr8	27450000	27590000	TAD_3620
chr8	27490781	27545564	EPHX2	chr8	27300000	27600000	TAD_3538
chr8	27490781	27545564	EPHX2	chr8	27450000	27590000	TAD_3620
chr8	27596917	27614700	CLU	chr8	27300000	27600000	TAD_3538
chr8	27633868	27676776	SCARA3	chr8	27600000	27760000	TAD_3569
